pax,group,session,trial,rt,item,age
sub-control011,control,T1,trial4,867.9159824357273,item1,8.197462151190766
sub-control011,control,T1,trial5,913.0788114252267,item1,8.197462151190766
sub-control011,control,T1,trial6,857.1254418180258,item2,8.197462151190766
sub-control011,control,T1,trial7,856.538896852409,item2,8.197462151190766
sub-control011,control,T1,trial8,878.8108697281566,item2,8.197462151190766
sub-control011,control,T1,trial9,829.7752180997668,item2,8.197462151190766
sub-control011,control,T1,trial10,861.8006079624058,item2,8.197462151190766
sub-control011,control,T1,trial11,852.8678173632147,item3,8.197462151190766
sub-control011,control,T1,trial12,820.0724982213948,item3,8.197462151190766
sub-control011,control,T1,trial13,836.8767732500436,item3,8.197462151190766
sub-control011,control,T1,trial14,863.63738369342,item3,8.197462151190766
sub-control011,control,T1,trial15,856.4934473805712,item3,8.197462151190766
sub-control011,control,T1,trial16,875.7532025943251,item4,8.197462151190766
sub-control011,control,T1,trial17,853.6457045946197,item4,8.197462151190766
sub-control011,control,T1,trial18,883.2638841971958,item4,8.197462151190766
sub-control011,control,T1,trial19,853.1706640880739,item4,8.197462151190766
sub-control011,control,T1,trial20,853.4598310125098,item4,8.197462151190766
sub-test011,test,T0,trial1,981.39820548498,item1,12.443339154021261
sub-test011,test,T0,trial2,1009.2375051601072,item1,12.443339154021261
sub-test011,test,T0,trial3,972.9757321388196,item1,12.443339154021261
sub-test011,test,T0,trial4,976.7127986461629,item1,12.443339154021261
sub-test011,test,T0,trial5,1021.8756276356623,item1,12.443339154021261
sub-test011,test,T0,trial6,965.9222580284614,item2,12.443339154021261
sub-test011,test,T0,trial7,965.3357130628447,item2,12.443339154021261
sub-test011,test,T0,trial8,987.6076859385922,item2,12.443339154021261
sub-test011,test,T0,trial9,938.5720343102024,item2,12.443339154021261
sub-test011,test,T0,trial10,970.5974241728414,item2,12.443339154021261
sub-test011,test,T0,trial11,961.6646335736503,item3,12.443339154021261
sub-test011,test,T0,trial12,928.8693144318304,item3,12.443339154021261
sub-test011,test,T0,trial13,945.6735894604792,item3,12.443339154021261
sub-test011,test,T0,trial14,972.4341999038556,item3,12.443339154021261
sub-test011,test,T0,trial15,965.2902635910068,item3,12.443339154021261
sub-test011,test,T0,trial16,984.5500188047608,item4,12.443339154021261
sub-test011,test,T0,trial17,962.4425208050553,item4,12.443339154021261
sub-test011,test,T0,trial18,992.0607004076314,item4,12.443339154021261
sub-test011,test,T0,trial19,961.9674802985095,item4,12.443339154021261
sub-test011,test,T0,trial20,962.2566472229454,item4,12.443339154021261
sub-test011,test,T1,trial1,722.9350100878046,item1,12.443339154021261
sub-test011,test,T1,trial2,750.7743097629318,item1,12.443339154021261
sub-test011,test,T1,trial3,714.5125367416442,item1,12.443339154021261
sub-test011,test,T1,trial4,718.2496032489876,item1,12.443339154021261
sub-test011,test,T1,trial5,763.412432238487,item1,12.443339154021261
sub-test011,test,T1,trial6,707.4590626312861,item2,12.443339154021261
sub-test011,test,T1,trial7,706.8725176656693,item2,12.443339154021261
sub-test011,test,T1,trial8,729.1444905414169,item2,12.443339154021261
sub-test011,test,T1,trial9,680.1088389130271,item2,12.443339154021261
sub-test011,test,T1,trial10,712.1342287756661,item2,12.443339154021261
sub-test011,test,T1,trial11,703.201438176475,item3,12.443339154021261
sub-test011,test,T1,trial12,670.406119034655,item3,12.443339154021261
sub-test011,test,T1,trial13,687.2103940633039,item3,12.443339154021261
sub-test011,test,T1,trial14,713.9710045066803,item3,12.443339154021261
sub-test011,test,T1,trial15,706.8270681938315,item3,12.443339154021261
sub-test011,test,T1,trial16,726.0868234075854,item4,12.443339154021261
sub-test011,test,T1,trial17,703.97932540788,item4,12.443339154021261
sub-test011,test,T1,trial18,733.5975050104561,item4,12.443339154021261
sub-test011,test,T1,trial19,703.5042849013341,item4,12.443339154021261
sub-test011,test,T1,trial20,703.79345182577,item4,12.443339154021261
sub-control012,control,T0,trial1,985.9913089411202,item1,9.004512580759378
sub-control012,control,T0,trial2,1013.8306086162474,item1,9.004512580759378
sub-control012,control,T0,trial3,977.5688355949599,item1,9.004512580759378
sub-control012,control,T0,trial4,981.3059021023032,item1,9.004512580759378
sub-control012,control,T0,trial5,1026.4687310918025,item1,9.004512580759378
sub-control012,control,T0,trial6,970.5153614846017,item2,9.004512580759378
sub-control012,control,T0,trial7,969.928816518985,item2,9.004512580759378
sub-control012,control,T0,trial8,992.2007893947325,item2,9.004512580759378
sub-control012,control,T0,trial9,943.1651377663427,item2,9.004512580759378
sub-control012,control,T0,trial10,975.1905276289817,item2,9.004512580759378
sub-control012,control,T0,trial11,966.2577370297906,item3,9.004512580759378
sub-control012,control,T0,trial12,933.4624178879707,item3,9.004512580759378
sub-control012,control,T0,trial13,950.2666929166195,item3,9.004512580759378
sub-control012,control,T0,trial14,977.0273033599959,item3,9.004512580759378
sub-control012,control,T0,trial15,969.8833670471471,item3,9.004512580759378
sub-control012,control,T0,trial16,989.143122260901,item4,9.004512580759378
sub-control012,control,T0,trial17,967.0356242611956,item4,9.004512580759378
sub-control012,control,T0,trial18,996.6538038637717,item4,9.004512580759378
sub-control012,control,T0,trial19,966.5605837546498,item4,9.004512580759378
sub-control012,control,T0,trial20,966.8497506790857,item4,9.004512580759378
sub-control012,control,T1,trial1,873.7931955245808,item1,9.004512580759378
sub-control012,control,T1,trial2,901.6324951997079,item1,9.004512580759378
sub-control012,control,T1,trial3,865.3707221784204,item1,9.004512580759378
sub-control012,control,T1,trial4,869.1077886857637,item1,9.004512580759378
sub-control012,control,T1,trial5,914.2706176752631,item1,9.004512580759378
sub-control012,control,T1,trial6,858.3172480680622,item2,9.004512580759378
sub-control012,control,T1,trial7,857.7307031024454,item2,9.004512580759378
sub-control012,control,T1,trial8,880.002675978193,item2,9.004512580759378
sub-control012,control,T1,trial9,830.9670243498032,item2,9.004512580759378
sub-control012,control,T1,trial10,862.9924142124422,item2,9.004512580759378
sub-control012,control,T1,trial11,854.0596236132511,item3,9.004512580759378
sub-control012,control,T1,trial12,821.2643044714312,item3,9.004512580759378
sub-control012,control,T1,trial13,838.06857950008,item3,9.004512580759378
sub-control012,control,T1,trial14,864.8291899434564,item3,9.004512580759378
sub-control012,control,T1,trial15,857.6852536306076,item3,9.004512580759378
sub-control012,control,T1,trial16,876.9450088443616,item4,9.004512580759378
sub-control012,control,T1,trial17,854.8375108446561,item4,9.004512580759378
sub-control012,control,T1,trial18,884.4556904472322,item4,9.004512580759378
sub-control012,control,T1,trial19,854.3624703381103,item4,9.004512580759378
sub-control012,control,T1,trial20,854.6516372625462,item4,9.004512580759378
sub-test012,test,T0,trial1,983.9991322081482,item1,14.395353063027141
sub-test012,test,T0,trial2,1011.8384318832753,item1,14.395353063027141
sub-test012,test,T0,trial3,975.5766588619878,item1,14.395353063027141
sub-test012,test,T0,trial4,979.3137253693311,item1,14.395353063027141
sub-test012,test,T0,trial5,1024.4765543588305,item1,14.395353063027141
sub-test012,test,T0,trial6,968.5231847516296,item2,14.395353063027141
sub-test012,test,T0,trial7,967.9366397860128,item2,14.395353063027141
sub-test012,test,T0,trial8,990.2086126617604,item2,14.395353063027141
sub-test012,test,T0,trial9,941.1729610333706,item2,14.395353063027141
sub-test012,test,T0,trial10,973.1983508960096,item2,14.395353063027141
sub-test012,test,T0,trial11,964.2655602968185,item3,14.395353063027141
sub-test012,test,T0,trial12,931.4702411549986,item3,14.395353063027141
sub-test012,test,T0,trial13,948.2745161836474,item3,14.395353063027141
sub-test012,test,T0,trial14,975.0351266270238,item3,14.395353063027141
sub-test012,test,T0,trial15,967.891190314175,item3,14.395353063027141
sub-test012,test,T0,trial16,987.150945527929,item4,14.395353063027141
sub-test012,test,T0,trial17,965.0434475282235,item4,14.395353063027141
sub-test012,test,T0,trial18,994.6616271307996,item4,14.395353063027141
sub-test012,test,T0,trial19,964.5684070216777,item4,14.395353063027141
sub-test012,test,T0,trial20,964.8575739461136,item4,14.395353063027141
sub-test012,test,T1,trial1,727.1297104564742,item1,14.395353063027141
sub-test012,test,T1,trial2,754.9690101316013,item1,14.395353063027141
sub-test012,test,T1,trial3,718.7072371103137,item1,14.395353063027141
sub-test012,test,T1,trial4,722.444303617657,item1,14.395353063027141
sub-test012,test,T1,trial5,767.6071326071565,item1,14.395353063027141
sub-test012,test,T1,trial6,711.6537629999556,item2,14.395353063027141
sub-test012,test,T1,trial7,711.0672180343388,item2,14.395353063027141
sub-test012,test,T1,trial8,733.3391909100864,item2,14.395353063027141
sub-test012,test,T1,trial9,684.3035392816965,item2,14.395353063027141
sub-test012,test,T1,trial10,716.3289291443356,item2,14.395353063027141
sub-test012,test,T1,trial11,707.3961385451445,item3,14.395353063027141
sub-test012,test,T1,trial12,674.6008194033245,item3,14.395353063027141
sub-test012,test,T1,trial13,691.4050944319733,item3,14.395353063027141
sub-test012,test,T1,trial14,718.1657048753498,item3,14.395353063027141
sub-test012,test,T1,trial15,711.0217685625009,item3,14.395353063027141
sub-test012,test,T1,trial16,730.281523776255,item4,14.395353063027141
sub-test012,test,T1,trial17,708.1740257765495,item4,14.395353063027141
sub-test012,test,T1,trial18,737.7922053791256,item4,14.395353063027141
sub-test012,test,T1,trial19,707.6989852700036,item4,14.395353063027141
sub-test012,test,T1,trial20,707.9881521944395,item4,14.395353063027141
sub-control013,control,T0,trial1,992.5410726822254,item1,7.147147604648897
sub-control013,control,T0,trial2,1020.3803723573525,item1,7.147147604648897
sub-control013,control,T0,trial3,984.1185993360649,item1,7.147147604648897
sub-control013,control,T0,trial4,987.8556658434082,item1,7.147147604648897
sub-control013,control,T0,trial5,1033.0184948329077,item1,7.147147604648897
sub-control013,control,T0,trial6,977.0651252257068,item2,7.147147604648897
sub-control013,control,T0,trial7,976.47858026009,item2,7.147147604648897
sub-control013,control,T0,trial8,998.7505531358375,item2,7.147147604648897
sub-control013,control,T0,trial9,949.7149015074477,item2,7.147147604648897
sub-control013,control,T0,trial10,981.7402913700868,item2,7.147147604648897
sub-control013,control,T0,trial11,972.8075007708957,item3,7.147147604648897
sub-control013,control,T0,trial12,940.0121816290757,item3,7.147147604648897
sub-control013,control,T0,trial13,956.8164566577245,item3,7.147147604648897
sub-control013,control,T0,trial14,983.577067101101,item3,7.147147604648897
sub-control013,control,T0,trial15,976.4331307882521,item3,7.147147604648897
sub-control013,control,T0,trial16,995.6928860020062,item4,7.147147604648897
sub-control013,control,T0,trial17,973.5853880023006,item4,7.147147604648897
sub-control013,control,T0,trial18,1003.2035676048768,item4,7.147147604648897
sub-control013,control,T0,trial19,973.1103474957548,item4,7.147147604648897
sub-control013,control,T0,trial20,973.3995144201907,item4,7.147147604648897
sub-control013,control,T1,trial1,880.3906710703889,item1,7.147147604648897
sub-control013,control,T1,trial2,908.229970745516,item1,7.147147604648897
sub-control013,control,T1,trial3,871.9681977242284,item1,7.147147604648897
sub-control013,control,T1,trial4,875.7052642315717,item1,7.147147604648897
sub-control013,control,T1,trial5,920.8680932210711,item1,7.147147604648897
sub-control013,control,T1,trial6,864.9147236138703,item2,7.147147604648897
sub-control013,control,T1,trial7,864.3281786482535,item2,7.147147604648897
sub-control013,control,T1,trial8,886.600151524001,item2,7.147147604648897
sub-control013,control,T1,trial9,837.5644998956112,item2,7.147147604648897
sub-control013,control,T1,trial10,869.5898897582503,item2,7.147147604648897
sub-control013,control,T1,trial11,860.6570991590592,item3,7.147147604648897
sub-control013,control,T1,trial12,827.8617800172392,item3,7.147147604648897
sub-control013,control,T1,trial13,844.666055045888,item3,7.147147604648897
sub-control013,control,T1,trial14,871.4266654892645,item3,7.147147604648897
sub-control013,control,T1,trial15,864.2827291764156,item3,7.147147604648897
sub-control013,control,T1,trial16,883.5424843901696,item4,7.147147604648897
sub-control013,control,T1,trial17,861.4349863904641,item4,7.147147604648897
sub-control013,control,T1,trial18,891.0531659930402,item4,7.147147604648897
sub-control013,control,T1,trial19,860.9599458839183,item4,7.147147604648897
sub-control013,control,T1,trial20,861.2491128083542,item4,7.147147604648897
sub-test013,test,T0,trial1,984.3245769310304,item1,15.292431669488447
sub-test013,test,T0,trial2,1012.1638766061576,item1,15.292431669488447
sub-test013,test,T0,trial3,975.90210358487,item1,15.292431669488447
sub-test013,test,T0,trial4,979.6391700922134,item1,15.292431669488447
sub-test013,test,T0,trial5,1024.8019990817127,item1,15.292431669488447
sub-test013,test,T0,trial6,968.8486294745119,item2,15.292431669488447
sub-test013,test,T0,trial7,968.2620845088951,item2,15.292431669488447
sub-test013,test,T0,trial8,990.5340573846427,item2,15.292431669488447
sub-test013,test,T0,trial9,941.4984057562529,item2,15.292431669488447
sub-test013,test,T0,trial10,973.5237956188919,item2,15.292431669488447
sub-test013,test,T0,trial11,964.5910050197008,item3,15.292431669488447
sub-test013,test,T0,trial12,931.7956858778808,item3,15.292431669488447
sub-test013,test,T0,trial13,948.5999609065296,item3,15.292431669488447
sub-test013,test,T0,trial14,975.3605713499061,item3,15.292431669488447
sub-test013,test,T0,trial15,968.2166350370572,item3,15.292431669488447
sub-test013,test,T0,trial16,987.4763902508112,item4,15.292431669488447
sub-test013,test,T0,trial17,965.3688922511058,item4,15.292431669488447
sub-test013,test,T0,trial18,994.9870718536819,item4,15.292431669488447
sub-test013,test,T0,trial19,964.8938517445599,item4,15.292431669488447
sub-test013,test,T0,trial20,965.1830186689958,item4,15.292431669488447
sub-test013,test,T1,trial1,733.8520931228063,item1,15.292431669488447
sub-test013,test,T1,trial2,761.6913927979334,item1,15.292431669488447
sub-test013,test,T1,trial3,725.4296197766458,item1,15.292431669488447
sub-test013,test,T1,trial4,729.1666862839892,item1,15.292431669488447
sub-test013,test,T1,trial5,774.3295152734886,item1,15.292431669488447
sub-test013,test,T1,trial6,718.3761456662877,item2,15.292431669488447
sub-test013,test,T1,trial7,717.7896007006709,item2,15.292431669488447
sub-test013,test,T1,trial8,740.0615735764185,item2,15.292431669488447
sub-test013,test,T1,trial9,691.0259219480287,item2,15.292431669488447
sub-test013,test,T1,trial10,723.0513118106677,item2,15.292431669488447
sub-test013,test,T1,trial11,714.1185212114766,item3,15.292431669488447
sub-test013,test,T1,trial12,681.3232020696566,item3,15.292431669488447
sub-test013,test,T1,trial13,698.1274770983055,item3,15.292431669488447
sub-test013,test,T1,trial14,724.8880875416819,item3,15.292431669488447
sub-test013,test,T1,trial15,717.7441512288331,item3,15.292431669488447
sub-test013,test,T1,trial16,737.0039064425871,item4,15.292431669488447
sub-test013,test,T1,trial17,714.8964084428816,item4,15.292431669488447
sub-test013,test,T1,trial18,744.5145880454577,item4,15.292431669488447
sub-test013,test,T1,trial19,714.4213679363357,item4,15.292431669488447
sub-test013,test,T1,trial20,714.7105348607716,item4,15.292431669488447
sub-control014,control,T0,trial1,998.31375857064,item1,7.181918848130673
sub-control014,control,T0,trial2,1026.153058245767,item1,7.181918848130673
sub-control014,control,T0,trial3,989.8912852244795,item1,7.181918848130673
sub-control014,control,T0,trial4,993.6283517318228,item1,7.181918848130673
sub-control014,control,T0,trial5,1038.7911807213222,item1,7.181918848130673
sub-control014,control,T0,trial6,982.8378111141213,item2,7.181918848130673
sub-control014,control,T0,trial7,982.2512661485046,item2,7.181918848130673
sub-control014,control,T0,trial8,1004.5232390242521,item2,7.181918848130673
sub-control014,control,T0,trial9,955.4875873958623,item2,7.181918848130673
sub-control014,control,T0,trial10,987.5129772585013,item2,7.181918848130673
sub-control014,control,T0,trial11,978.5801866593102,item3,7.181918848130673
sub-control014,control,T0,trial12,945.7848675174903,item3,7.181918848130673
sub-control014,control,T0,trial13,962.5891425461391,item3,7.181918848130673
sub-control014,control,T0,trial14,989.3497529895155,item3,7.181918848130673
sub-control014,control,T0,trial15,982.2058166766667,item3,7.181918848130673
sub-control014,control,T0,trial16,1001.4655718904207,item4,7.181918848130673
sub-control014,control,T0,trial17,979.3580738907152,item4,7.181918848130673
sub-control014,control,T0,trial18,1008.9762534932913,item4,7.181918848130673
sub-control014,control,T0,trial19,978.8830333841694,item4,7.181918848130673
sub-control014,control,T0,trial20,979.1722003086053,item4,7.181918848130673
sub-control014,control,T1,trial1,886.4734900226933,item1,7.181918848130673
sub-control014,control,T1,trial2,914.3127896978204,item1,7.181918848130673
sub-control014,control,T1,trial3,878.0510166765329,item1,7.181918848130673
sub-control014,control,T1,trial4,881.7880831838762,item1,7.181918848130673
sub-control014,control,T1,trial5,926.9509121733756,item1,7.181918848130673
sub-control014,control,T1,trial6,870.9975425661747,item2,7.181918848130673
sub-control014,control,T1,trial7,870.410997600558,item2,7.181918848130673
sub-control014,control,T1,trial8,892.6829704763055,item2,7.181918848130673
sub-control014,control,T1,trial9,843.6473188479157,item2,7.181918848130673
sub-control014,control,T1,trial10,875.6727087105547,item2,7.181918848130673
sub-control014,control,T1,trial11,866.7399181113636,item3,7.181918848130673
sub-control014,control,T1,trial12,833.9445989695437,item3,7.181918848130673
sub-control014,control,T1,trial13,850.7488739981925,item3,7.181918848130673
sub-control014,control,T1,trial14,877.5094844415689,item3,7.181918848130673
sub-control014,control,T1,trial15,870.3655481287201,item3,7.181918848130673
sub-control014,control,T1,trial16,889.6253033424741,item4,7.181918848130673
sub-control014,control,T1,trial17,867.5178053427686,item4,7.181918848130673
sub-control014,control,T1,trial18,897.1359849453447,item4,7.181918848130673
sub-control014,control,T1,trial19,867.0427648362228,item4,7.181918848130673
sub-control014,control,T1,trial20,867.3319317606587,item4,7.181918848130673
sub-test014,test,T0,trial1,989.7595443761868,item1,14.791528070184597
sub-test014,test,T0,trial2,1017.5988440513139,item1,14.791528070184597
sub-test014,test,T0,trial3,981.3370710300263,item1,14.791528070184597
sub-test014,test,T0,trial4,985.0741375373697,item1,14.791528070184597
sub-test014,test,T0,trial5,1030.236966526869,item1,14.791528070184597
sub-test014,test,T0,trial6,974.2835969196682,item2,14.791528070184597
sub-test014,test,T0,trial7,973.6970519540514,item2,14.791528070184597
sub-test014,test,T0,trial8,995.969024829799,item2,14.791528070184597
sub-test014,test,T0,trial9,946.9333732014092,item2,14.791528070184597
sub-test014,test,T0,trial10,978.9587630640482,item2,14.791528070184597
sub-test014,test,T0,trial11,970.0259724648571,item3,14.791528070184597
sub-test014,test,T0,trial12,937.2306533230371,item3,14.791528070184597
sub-test014,test,T0,trial13,954.034928351686,item3,14.791528070184597
sub-test014,test,T0,trial14,980.7955387950624,item3,14.791528070184597
sub-test014,test,T0,trial15,973.6516024822135,item3,14.791528070184597
sub-test014,test,T0,trial16,992.9113576959676,item4,14.791528070184597
sub-test014,test,T0,trial17,970.8038596962621,item4,14.791528070184597
sub-test014,test,T0,trial18,1000.4220392988382,item4,14.791528070184597
sub-test014,test,T0,trial19,970.3288191897162,item4,14.791528070184597
sub-test014,test,T0,trial20,970.6179861141521,item4,14.791528070184597
sub-test014,test,T1,trial1,743.1703462690298,item1,14.791528070184597
sub-test014,test,T1,trial2,771.0096459441569,item1,14.791528070184597
sub-test014,test,T1,trial3,734.7478729228693,item1,14.791528070184597
sub-test014,test,T1,trial4,738.4849394302126,item1,14.791528070184597
sub-test014,test,T1,trial5,783.6477684197121,item1,14.791528070184597
sub-test014,test,T1,trial6,727.6943988125112,item2,14.791528070184597
sub-test014,test,T1,trial7,727.1078538468944,item2,14.791528070184597
sub-test014,test,T1,trial8,749.379826722642,item2,14.791528070184597
sub-test014,test,T1,trial9,700.3441750942521,item2,14.791528070184597
sub-test014,test,T1,trial10,732.3695649568912,item2,14.791528070184597
sub-test014,test,T1,trial11,723.4367743577001,item3,14.791528070184597
sub-test014,test,T1,trial12,690.6414552158801,item3,14.791528070184597
sub-test014,test,T1,trial13,707.4457302445289,item3,14.791528070184597
sub-test014,test,T1,trial14,734.2063406879054,item3,14.791528070184597
sub-test014,test,T1,trial15,727.0624043750565,item3,14.791528070184597
sub-test014,test,T1,trial16,746.3221595888106,item4,14.791528070184597
sub-test014,test,T1,trial17,724.214661589105,item4,14.791528070184597
sub-test014,test,T1,trial18,753.8328411916812,item4,14.791528070184597
sub-test014,test,T1,trial19,723.7396210825592,item4,14.791528070184597
sub-test014,test,T1,trial20,724.0287880069951,item4,14.791528070184597
sub-control015,control,T0,trial1,1007.7473145629849,item1,7.800249237975195
sub-control015,control,T0,trial2,1035.586614238112,item1,7.800249237975195
sub-control015,control,T0,trial3,999.3248412168244,item1,7.800249237975195
sub-control015,control,T0,trial4,1003.0619077241678,item1,7.800249237975195
sub-control015,control,T0,trial5,1048.2247367136672,item1,7.800249237975195
sub-control015,control,T0,trial6,992.2713671064663,item2,7.800249237975195
sub-control015,control,T0,trial7,991.6848221408495,item2,7.800249237975195
sub-control015,control,T0,trial8,1013.9567950165971,item2,7.800249237975195
sub-control015,control,T0,trial9,964.9211433882073,item2,7.800249237975195
sub-control015,control,T0,trial10,996.9465332508463,item2,7.800249237975195
sub-control015,control,T0,trial11,988.0137426516552,item3,7.800249237975195
sub-control015,control,T0,trial12,955.2184235098352,item3,7.800249237975195
sub-control015,control,T0,trial13,972.0226985384841,item3,7.800249237975195
sub-control015,control,T0,trial14,998.7833089818605,item3,7.800249237975195
sub-control015,control,T0,trial15,991.6393726690117,item3,7.800249237975195
sub-control015,control,T0,trial16,1010.8991278827657,item4,7.800249237975195
sub-control015,control,T0,trial17,988.7916298830602,item4,7.800249237975195
sub-control015,control,T0,trial18,1018.4098094856363,item4,7.800249237975195
sub-control015,control,T0,trial19,988.3165893765143,item4,7.800249237975195
sub-control015,control,T0,trial20,988.6057563009502,item4,7.800249237975195
sub-control015,control,T1,trial1,896.8706430112761,item1,7.800249237975195
sub-control015,control,T1,trial2,924.7099426864032,item1,7.800249237975195
sub-control015,control,T1,trial3,888.4481696651156,item1,7.800249237975195
sub-control015,control,T1,trial4,892.185236172459,item1,7.800249237975195
sub-control015,control,T1,trial5,937.3480651619584,item1,7.800249237975195
sub-control015,control,T1,trial6,881.3946955547575,item2,7.800249237975195
sub-control015,control,T1,trial7,880.8081505891407,item2,7.800249237975195
sub-control015,control,T1,trial8,903.0801234648883,item2,7.800249237975195
sub-control015,control,T1,trial9,854.0444718364985,item2,7.800249237975195
sub-control015,control,T1,trial10,886.0698616991375,item2,7.800249237975195
sub-control015,control,T1,trial11,877.1370710999464,item3,7.800249237975195
sub-control015,control,T1,trial12,844.3417519581265,item3,7.800249237975195
sub-control015,control,T1,trial13,861.1460269867753,item3,7.800249237975195
sub-control015,control,T1,trial14,887.9066374301517,item3,7.800249237975195
sub-control015,control,T1,trial15,880.7627011173029,item3,7.800249237975195
sub-control015,control,T1,trial16,900.0224563310569,item4,7.800249237975195
sub-control015,control,T1,trial17,877.9149583313514,item4,7.800249237975195
sub-control015,control,T1,trial18,907.5331379339275,item4,7.800249237975195
sub-control015,control,T1,trial19,877.4399178248055,item4,7.800249237975195
sub-control015,control,T1,trial20,877.7290847492415,item4,7.800249237975195
sub-test015,test,T0,trial1,993.9322074864331,item1,16.451804832290566
sub-test015,test,T0,trial2,1021.7715071615602,item1,16.451804832290566
sub-test015,test,T0,trial3,985.5097341402726,item1,16.451804832290566
sub-test015,test,T0,trial4,989.2468006476159,item1,16.451804832290566
sub-test015,test,T0,trial5,1034.4096296371154,item1,16.451804832290566
sub-test015,test,T0,trial6,978.4562600299145,item2,16.451804832290566
sub-test015,test,T0,trial7,977.8697150642977,item2,16.451804832290566
sub-test015,test,T0,trial8,1000.1416879400452,item2,16.451804832290566
sub-test015,test,T0,trial9,951.1060363116554,item2,16.451804832290566
sub-test015,test,T0,trial10,983.1314261742945,item2,16.451804832290566
sub-test015,test,T0,trial11,974.1986355751034,item3,16.451804832290566
sub-test015,test,T0,trial12,941.4033164332834,item3,16.451804832290566
sub-test015,test,T0,trial13,958.2075914619322,item3,16.451804832290566
sub-test015,test,T0,trial14,984.9682019053087,item3,16.451804832290566
sub-test015,test,T0,trial15,977.8242655924598,item3,16.451804832290566
sub-test015,test,T0,trial16,997.0840208062139,item4,16.451804832290566
sub-test015,test,T0,trial17,974.9765228065083,item4,16.451804832290566
sub-test015,test,T0,trial18,1004.5947024090844,item4,16.451804832290566
sub-test015,test,T0,trial19,974.5014822999625,item4,16.451804832290566
sub-test015,test,T0,trial20,974.7906492243984,item4,16.451804832290566
sub-test015,test,T1,trial1,749.6629687381399,item1,16.451804832290566
sub-test015,test,T1,trial2,777.502268413267,item1,16.451804832290566
sub-test015,test,T1,trial3,741.2404953919794,item1,16.451804832290566
sub-test015,test,T1,trial4,744.9775618993227,item1,16.451804832290566
sub-test015,test,T1,trial5,790.1403908888221,item1,16.451804832290566
sub-test015,test,T1,trial6,734.1870212816212,item2,16.451804832290566
sub-test015,test,T1,trial7,733.6004763160045,item2,16.451804832290566
sub-test015,test,T1,trial8,755.872449191752,item2,16.451804832290566
sub-test015,test,T1,trial9,706.8367975633622,item2,16.451804832290566
sub-test015,test,T1,trial10,738.8621874260012,item2,16.451804832290566
sub-test015,test,T1,trial11,729.9293968268101,item3,16.451804832290566
sub-test015,test,T1,trial12,697.1340776849902,item3,16.451804832290566
sub-test015,test,T1,trial13,713.938352713639,item3,16.451804832290566
sub-test015,test,T1,trial14,740.6989631570154,item3,16.451804832290566
sub-test015,test,T1,trial15,733.5550268441666,item3,16.451804832290566
sub-test015,test,T1,trial16,752.8147820579206,item4,16.451804832290566
sub-test015,test,T1,trial17,730.7072840582151,item4,16.451804832290566
sub-test015,test,T1,trial18,760.3254636607912,item4,16.451804832290566
sub-test015,test,T1,trial19,730.2322435516693,item4,16.451804832290566
sub-test015,test,T1,trial20,730.5214104761052,item4,16.451804832290566
sub-control016,control,T0,trial1,1014.2267469760868,item1,9.024964036910994
sub-control016,control,T0,trial2,1042.0660466512138,item1,9.024964036910994
sub-control016,control,T0,trial3,1005.8042736299263,item1,9.024964036910994
sub-control016,control,T0,trial4,1009.5413401372697,item1,9.024964036910994
sub-control016,control,T0,trial5,1054.704169126769,item1,9.024964036910994
sub-control016,control,T0,trial6,998.7507995195682,item2,9.024964036910994
sub-control016,control,T0,trial7,998.1642545539514,item2,9.024964036910994
sub-control016,control,T0,trial8,1020.436227429699,item2,9.024964036910994
sub-control016,control,T0,trial9,971.4005758013092,item2,9.024964036910994
sub-control016,control,T0,trial10,1003.4259656639482,item2,9.024964036910994
sub-control016,control,T0,trial11,994.4931750647571,item3,9.024964036910994
sub-control016,control,T0,trial12,961.6978559229372,item3,9.024964036910994
sub-control016,control,T0,trial13,978.502130951586,item3,9.024964036910994
sub-control016,control,T0,trial14,1005.2627413949624,item3,9.024964036910994
sub-control016,control,T0,trial15,998.1188050821136,item3,9.024964036910994
sub-control016,control,T0,trial16,1017.3785602958676,item4,9.024964036910994
sub-control016,control,T0,trial17,995.2710622961621,item4,9.024964036910994
sub-control016,control,T0,trial18,1024.8892418987382,item4,9.024964036910994
sub-control016,control,T0,trial19,994.7960217896162,item4,9.024964036910994
sub-control016,control,T0,trial20,995.0851887140522,item4,9.024964036910994
sub-control016,control,T1,trial1,903.3588299576654,item1,9.024964036910994
sub-control016,control,T1,trial2,931.1981296327926,item1,9.024964036910994
sub-control016,control,T1,trial3,894.9363566115051,item1,9.024964036910994
sub-control016,control,T1,trial4,898.6734231188484,item1,9.024964036910994
sub-control016,control,T1,trial5,943.8362521083478,item1,9.024964036910994
sub-control016,control,T1,trial6,887.8828825011469,item2,9.024964036910994
sub-control016,control,T1,trial7,887.2963375355301,item2,9.024964036910994
sub-control016,control,T1,trial8,909.5683104112777,item2,9.024964036910994
sub-control016,control,T1,trial9,860.5326587828879,item2,9.024964036910994
sub-control016,control,T1,trial10,892.5580486455269,item2,9.024964036910994
sub-control016,control,T1,trial11,883.6252580463358,item3,9.024964036910994
sub-control016,control,T1,trial12,850.8299389045159,item3,9.024964036910994
sub-control016,control,T1,trial13,867.6342139331647,item3,9.024964036910994
sub-control016,control,T1,trial14,894.3948243765411,item3,9.024964036910994
