pax,group,condition,session,trial,rt
sub-test015,test,B,T1,i20,688.5878068909307
sub-control016,control,A,T0,i1,823.9021862832972
sub-control016,control,A,T0,i2,820.9021862832972
sub-control016,control,A,T0,i3,823.9021862832972
sub-control016,control,A,T0,i4,822.9021862832972
sub-control016,control,A,T0,i5,823.9021862832972
sub-control016,control,A,T0,i6,820.9021862832972
sub-control016,control,A,T0,i7,821.9021862832972
sub-control016,control,A,T0,i8,824.9021862832972
sub-control016,control,A,T0,i9,825.9021862832972
sub-control016,control,A,T0,i10,821.9021862832972
sub-control016,control,A,T0,i11,823.9021862832972
sub-control016,control,A,T0,i12,822.9021862832972
sub-control016,control,A,T0,i13,828.9021862832972
sub-control016,control,A,T0,i14,821.9021862832972
sub-control016,control,A,T0,i15,822.9021862832972
sub-control016,control,A,T0,i16,821.9021862832972
sub-control016,control,A,T0,i17,823.9021862832972
sub-control016,control,A,T0,i18,823.9021862832972
sub-control016,control,A,T0,i19,824.9021862832972
sub-control016,control,A,T0,i20,821.9021862832972
sub-control016,control,B,T0,i1,976.0201291262231
sub-control016,control,B,T0,i2,973.0201291262231
sub-control016,control,B,T0,i3,976.0201291262231
sub-control016,control,B,T0,i4,975.0201291262231
sub-control016,control,B,T0,i5,976.0201291262231
sub-control016,control,B,T0,i6,973.0201291262231
sub-control016,control,B,T0,i7,974.0201291262231
sub-control016,control,B,T0,i8,977.0201291262231
sub-control016,control,B,T0,i9,978.0201291262231
sub-control016,control,B,T0,i10,974.0201291262231
sub-control016,control,B,T0,i11,976.0201291262231
sub-control016,control,B,T0,i12,975.0201291262231
sub-control016,control,B,T0,i13,981.0201291262231
sub-control016,control,B,T0,i14,974.0201291262231
sub-control016,control,B,T0,i15,975.0201291262231
sub-control016,control,B,T0,i16,974.0201291262231
sub-control016,control,B,T0,i17,976.0201291262231
sub-control016,control,B,T0,i18,976.0201291262231
sub-control016,control,B,T0,i19,977.0201291262231
sub-control016,control,B,T0,i20,974.0201291262231
sub-test016,test,A,T0,i1,808.0507356990502
sub-test016,test,A,T0,i2,805.0507356990502
sub-test016,test,A,T0,i3,808.0507356990502
sub-test016,test,A,T0,i4,807.0507356990502
sub-test016,test,A,T0,i5,808.0507356990502
sub-test016,test,A,T0,i6,805.0507356990502
sub-test016,test,A,T0,i7,806.0507356990502
sub-test016,test,A,T0,i8,809.0507356990502
sub-test016,test,A,T0,i9,810.0507356990502
sub-test016,test,A,T0,i10,806.0507356990502
sub-test016,test,A,T0,i11,808.0507356990502
sub-test016,test,A,T0,i12,807.0507356990502
sub-test016,test,A,T0,i13,813.0507356990502
sub-test016,test,A,T0,i14,806.0507356990502
sub-test016,test,A,T0,i15,807.0507356990502
sub-test016,test,A,T0,i16,806.0507356990502
sub-test016,test,A,T0,i17,808.0507356990502
sub-test016,test,A,T0,i18,808.0507356990502
sub-test016,test,A,T0,i19,809.0507356990502
sub-test016,test,A,T0,i20,806.0507356990502
sub-test016,test,B,T0,i1,949.6088586405803
sub-test016,test,B,T0,i2,946.6088586405803
sub-test016,test,B,T0,i3,949.6088586405803
sub-test016,test,B,T0,i4,948.6088586405803
sub-test016,test,B,T0,i5,949.6088586405803
sub-test016,test,B,T0,i6,946.6088586405803
sub-test016,test,B,T0,i7,947.6088586405803
sub-test016,test,B,T0,i8,950.6088586405803
sub-test016,test,B,T0,i9,951.6088586405803
sub-test016,test,B,T0,i10,947.6088586405803
sub-test016,test,B,T0,i11,949.6088586405803
sub-test016,test,B,T0,i12,948.6088586405803
sub-test016,test,B,T0,i13,954.6088586405803
sub-test016,test,B,T0,i14,947.6088586405803
sub-test016,test,B,T0,i15,948.6088586405803
sub-test016,test,B,T0,i16,947.6088586405803
sub-test016,test,B,T0,i17,949.6088586405803
sub-test016,test,B,T0,i18,949.6088586405803
sub-test016,test,B,T0,i19,950.6088586405803
sub-test016,test,B,T0,i20,947.6088586405803
sub-control016,control,A,T1,i1,722.3850958631289
sub-control016,control,A,T1,i2,719.3850958631289
sub-control016,control,A,T1,i3,722.3850958631289
sub-control016,control,A,T1,i4,721.3850958631289
sub-control016,control,A,T1,i5,722.3850958631289
sub-control016,control,A,T1,i6,719.3850958631289
sub-control016,control,A,T1,i7,720.3850958631289
sub-control016,control,A,T1,i8,723.3850958631289
sub-control016,control,A,T1,i9,724.3850958631289
sub-control016,control,A,T1,i10,720.3850958631289
sub-control016,control,A,T1,i11,722.3850958631289
sub-control016,control,A,T1,i12,721.3850958631289
sub-control016,control,A,T1,i13,727.3850958631289
sub-control016,control,A,T1,i14,720.3850958631289
sub-control016,control,A,T1,i15,721.3850958631289
sub-control016,control,A,T1,i16,720.3850958631289
sub-control016,control,A,T1,i17,722.3850958631289
sub-control016,control,A,T1,i18,722.3850958631289
sub-control016,control,A,T1,i19,723.3850958631289
sub-control016,control,A,T1,i20,720.3850958631289
sub-test016,test,A,T1,i1,705.7328893784315
sub-test016,test,A,T1,i2,702.7328893784315
sub-test016,test,A,T1,i3,705.7328893784315
sub-test016,test,A,T1,i4,704.7328893784315
sub-test016,test,A,T1,i5,705.7328893784315
sub-test016,test,A,T1,i6,702.7328893784315
sub-test016,test,A,T1,i7,703.7328893784315
sub-test016,test,A,T1,i8,706.7328893784315
sub-test016,test,A,T1,i9,707.7328893784315
sub-test016,test,A,T1,i10,703.7328893784315
sub-test016,test,A,T1,i11,705.7328893784315
sub-test016,test,A,T1,i12,704.7328893784315
sub-test016,test,A,T1,i13,710.7328893784315
sub-test016,test,A,T1,i14,703.7328893784315
sub-test016,test,A,T1,i15,704.7328893784315
sub-test016,test,A,T1,i16,703.7328893784315
sub-test016,test,A,T1,i17,705.7328893784315
sub-test016,test,A,T1,i18,705.7328893784315
sub-test016,test,A,T1,i19,706.7328893784315
sub-test016,test,A,T1,i20,703.7328893784315
sub-control016,control,B,T1,i1,879.2635912117589
sub-control016,control,B,T1,i2,876.2635912117589
sub-control016,control,B,T1,i3,879.2635912117589
sub-control016,control,B,T1,i4,878.2635912117589
sub-control016,control,B,T1,i5,879.2635912117589
sub-control016,control,B,T1,i6,876.2635912117589
sub-control016,control,B,T1,i7,877.2635912117589
sub-control016,control,B,T1,i8,880.2635912117589
sub-control016,control,B,T1,i9,881.2635912117589
sub-control016,control,B,T1,i10,877.2635912117589
sub-control016,control,B,T1,i11,879.2635912117589
sub-control016,control,B,T1,i12,878.2635912117589
sub-control016,control,B,T1,i13,884.2635912117589
sub-control016,control,B,T1,i14,877.2635912117589
sub-control016,control,B,T1,i15,878.2635912117589
sub-control016,control,B,T1,i16,877.2635912117589
sub-control016,control,B,T1,i17,879.2635912117589
sub-control016,control,B,T1,i18,879.2635912117589
sub-control016,control,B,T1,i19,880.2635912117589
sub-control016,control,B,T1,i20,877.2635912117589
sub-test016,test,B,T1,i1,695.7931367699816
sub-test016,test,B,T1,i2,692.7931367699816
sub-test016,test,B,T1,i3,695.7931367699816
sub-test016,test,B,T1,i4,694.7931367699816
sub-test016,test,B,T1,i5,695.7931367699816
sub-test016,test,B,T1,i6,692.7931367699816
sub-test016,test,B,T1,i7,693.7931367699816
sub-test016,test,B,T1,i8,696.7931367699816
sub-test016,test,B,T1,i9,697.7931367699816
sub-test016,test,B,T1,i10,693.7931367699816
sub-test016,test,B,T1,i11,695.7931367699816
sub-test016,test,B,T1,i12,694.7931367699816
sub-test016,test,B,T1,i13,700.7931367699816
sub-test016,test,B,T1,i14,693.7931367699816
sub-test016,test,B,T1,i15,694.7931367699816
sub-test016,test,B,T1,i16,693.7931367699816
sub-test016,test,B,T1,i17,695.7931367699816
sub-test016,test,B,T1,i18,695.7931367699816
sub-test016,test,B,T1,i19,696.7931367699816
sub-test016,test,B,T1,i20,693.7931367699816
sub-control017,control,A,T0,i1,835.9498766722363
sub-control017,control,A,T0,i2,832.9498766722363
sub-control017,control,A,T0,i3,835.9498766722363
sub-control017,control,A,T0,i4,834.9498766722363
sub-control017,control,A,T0,i5,835.9498766722363
sub-control017,control,A,T0,i6,832.9498766722363
sub-control017,control,A,T0,i7,833.9498766722363
sub-control017,control,A,T0,i8,836.9498766722363
sub-control017,control,A,T0,i9,837.9498766722363
sub-control017,control,A,T0,i10,833.9498766722363
sub-control017,control,A,T0,i11,835.9498766722363
sub-control017,control,A,T0,i12,834.9498766722363
sub-control017,control,A,T0,i13,840.9498766722363
sub-control017,control,A,T0,i14,833.9498766722363
sub-control017,control,A,T0,i15,834.9498766722363
sub-control017,control,A,T0,i16,833.9498766722363
sub-control017,control,A,T0,i17,835.9498766722363
sub-control017,control,A,T0,i18,835.9498766722363
sub-control017,control,A,T0,i19,836.9498766722363
sub-control017,control,A,T0,i20,833.9498766722363
sub-control017,control,B,T0,i1,987.1675401555307
sub-control017,control,B,T0,i2,984.1675401555307
sub-control017,control,B,T0,i3,987.1675401555307
sub-control017,control,B,T0,i4,986.1675401555307
sub-control017,control,B,T0,i5,987.1675401555307
sub-control017,control,B,T0,i6,984.1675401555307
sub-control017,control,B,T0,i7,985.1675401555307
sub-control017,control,B,T0,i8,988.1675401555307
sub-control017,control,B,T0,i9,989.1675401555307
sub-control017,control,B,T0,i10,985.1675401555307
sub-control017,control,B,T0,i11,987.1675401555307
sub-control017,control,B,T0,i12,986.1675401555307
sub-control017,control,B,T0,i13,992.1675401555307
sub-control017,control,B,T0,i14,985.1675401555307
sub-control017,control,B,T0,i15,986.1675401555307
sub-control017,control,B,T0,i16,985.1675401555307
sub-control017,control,B,T0,i17,987.1675401555307
sub-control017,control,B,T0,i18,987.1675401555307
sub-control017,control,B,T0,i19,988.1675401555307
sub-control017,control,B,T0,i20,985.1675401555307
sub-test017,test,A,T0,i1,819.7005077769734
sub-test017,test,A,T0,i2,816.7005077769734
sub-test017,test,A,T0,i3,819.7005077769734
sub-test017,test,A,T0,i4,818.7005077769734
sub-test017,test,A,T0,i5,819.7005077769734
sub-test017,test,A,T0,i6,816.7005077769734
sub-test017,test,A,T0,i7,817.7005077769734
sub-test017,test,A,T0,i8,820.7005077769734
sub-test017,test,A,T0,i9,821.7005077769734
sub-test017,test,A,T0,i10,817.7005077769734
sub-test017,test,A,T0,i11,819.7005077769734
sub-test017,test,A,T0,i12,818.7005077769734
sub-test017,test,A,T0,i13,824.7005077769734
sub-test017,test,A,T0,i14,817.7005077769734
sub-test017,test,A,T0,i15,818.7005077769734
sub-test017,test,A,T0,i16,817.7005077769734
sub-test017,test,A,T0,i17,819.7005077769734
sub-test017,test,A,T0,i18,819.7005077769734
sub-test017,test,A,T0,i19,820.7005077769734
sub-test017,test,A,T0,i20,817.7005077769734
sub-test017,test,B,T0,i1,961.2276068589554
sub-test017,test,B,T0,i2,958.2276068589554
sub-test017,test,B,T0,i3,961.2276068589554
sub-test017,test,B,T0,i4,960.2276068589554
sub-test017,test,B,T0,i5,961.2276068589554
sub-test017,test,B,T0,i6,958.2276068589554
sub-test017,test,B,T0,i7,959.2276068589554
sub-test017,test,B,T0,i8,962.2276068589554
sub-test017,test,B,T0,i9,963.2276068589554
sub-test017,test,B,T0,i10,959.2276068589554
sub-test017,test,B,T0,i11,961.2276068589554
sub-test017,test,B,T0,i12,960.2276068589554
sub-test017,test,B,T0,i13,966.2276068589554
sub-test017,test,B,T0,i14,959.2276068589554
sub-test017,test,B,T0,i15,960.2276068589554
sub-test017,test,B,T0,i16,959.2276068589554
sub-test017,test,B,T0,i17,961.2276068589554
sub-test017,test,B,T0,i18,961.2276068589554
sub-test017,test,B,T0,i19,962.2276068589554
sub-test017,test,B,T0,i20,959.2276068589554
sub-control017,control,A,T1,i1,735.2030040201751
sub-control017,control,A,T1,i2,732.2030040201751
sub-control017,control,A,T1,i3,735.2030040201751
sub-control017,control,A,T1,i4,734.2030040201751
sub-control017,control,A,T1,i5,735.2030040201751
sub-control017,control,A,T1,i6,732.2030040201751
sub-control017,control,A,T1,i7,733.2030040201751
sub-control017,control,A,T1,i8,736.2030040201751
sub-control017,control,A,T1,i9,737.2030040201751
sub-control017,control,A,T1,i10,733.2030040201751
sub-control017,control,A,T1,i11,735.2030040201751
sub-control017,control,A,T1,i12,734.2030040201751
sub-control017,control,A,T1,i13,740.2030040201751
sub-control017,control,A,T1,i14,733.2030040201751
sub-control017,control,A,T1,i15,734.2030040201751
sub-control017,control,A,T1,i16,733.2030040201751
sub-control017,control,A,T1,i17,735.2030040201751
sub-control017,control,A,T1,i18,735.2030040201751
sub-control017,control,A,T1,i19,736.2030040201751
sub-control017,control,A,T1,i20,733.2030040201751
sub-test017,test,A,T1,i1,718.1215778341793
sub-test017,test,A,T1,i2,715.1215778341793
sub-test017,test,A,T1,i3,718.1215778341793
sub-test017,test,A,T1,i4,717.1215778341793
sub-test017,test,A,T1,i5,718.1215778341793
sub-test017,test,A,T1,i6,715.1215778341793
sub-test017,test,A,T1,i7,716.1215778341793
sub-test017,test,A,T1,i8,719.1215778341793
sub-test017,test,A,T1,i9,720.1215778341793
sub-test017,test,A,T1,i10,716.1215778341793
sub-test017,test,A,T1,i11,718.1215778341793
sub-test017,test,A,T1,i12,717.1215778341793
sub-test017,test,A,T1,i13,723.1215778341793
sub-test017,test,A,T1,i14,716.1215778341793
sub-test017,test,A,T1,i15,717.1215778341793
sub-test017,test,A,T1,i16,716.1215778341793
sub-test017,test,A,T1,i17,718.1215778341793
sub-test017,test,A,T1,i18,718.1215778341793
sub-test017,test,A,T1,i19,719.1215778341793
sub-test017,test,A,T1,i20,716.1215778341793
sub-control017,control,B,T1,i1,891.63158556065
sub-control017,control,B,T1,i2,888.63158556065
sub-control017,control,B,T1,i3,891.63158556065
sub-control017,control,B,T1,i4,890.63158556065
sub-control017,control,B,T1,i5,891.63158556065
sub-control017,control,B,T1,i6,888.63158556065
sub-control017,control,B,T1,i7,889.63158556065
sub-control017,control,B,T1,i8,892.63158556065
sub-control017,control,B,T1,i9,893.63158556065
sub-control017,control,B,T1,i10,889.63158556065
sub-control017,control,B,T1,i11,891.63158556065
sub-control017,control,B,T1,i12,890.63158556065
sub-control017,control,B,T1,i13,896.63158556065
sub-control017,control,B,T1,i14,889.63158556065
sub-control017,control,B,T1,i15,890.63158556065
sub-control017,control,B,T1,i16,889.63158556065
sub-control017,control,B,T1,i17,891.63158556065
sub-control017,control,B,T1,i18,891.63158556065
sub-control017,control,B,T1,i19,892.63158556065
sub-control017,control,B,T1,i20,889.63158556065
sub-test017,test,B,T1,i1,708.4381830104835
sub-test017,test,B,T1,i2,705.4381830104835
sub-test017,test,B,T1,i3,708.4381830104835
sub-test017,test,B,T1,i4,707.4381830104835
sub-test017,test,B,T1,i5,708.4381830104835
sub-test017,test,B,T1,i6,705.4381830104835
sub-test017,test,B,T1,i7,706.4381830104835
sub-test017,test,B,T1,i8,709.4381830104835
sub-test017,test,B,T1,i9,710.4381830104835
sub-test017,test,B,T1,i10,706.4381830104835
sub-test017,test,B,T1,i11,708.4381830104835
sub-test017,test,B,T1,i12,707.4381830104835
sub-test017,test,B,T1,i13,713.4381830104835
sub-test017,test,B,T1,i14,706.4381830104835
sub-test017,test,B,T1,i15,707.4381830104835
sub-test017,test,B,T1,i16,706.4381830104835
sub-test017,test,B,T1,i17,708.4381830104835
sub-test017,test,B,T1,i18,708.4381830104835
sub-test017,test,B,T1,i19,709.4381830104835
sub-test017,test,B,T1,i20,706.4381830104835
sub-control018,control,A,T0,i1,836.8815327846107
sub-control018,control,A,T0,i2,833.8815327846107
sub-control018,control,A,T0,i3,836.8815327846107
sub-control018,control,A,T0,i4,835.8815327846107
sub-control018,control,A,T0,i5,836.8815327846107
sub-control018,control,A,T0,i6,833.8815327846107
sub-control018,control,A,T0,i7,834.8815327846107
sub-control018,control,A,T0,i8,837.8815327846107
sub-control018,control,A,T0,i9,838.8815327846107
sub-control018,control,A,T0,i10,834.8815327846107
sub-control018,control,A,T0,i11,836.8815327846107
sub-control018,control,A,T0,i12,835.8815327846107
sub-control018,control,A,T0,i13,841.8815327846107
sub-control018,control,A,T0,i14,834.8815327846107
sub-control018,control,A,T0,i15,835.8815327846107
sub-control018,control,A,T0,i16,834.8815327846107
sub-control018,control,A,T0,i17,836.8815327846107
sub-control018,control,A,T0,i18,836.8815327846107
sub-control018,control,A,T0,i19,837.8815327846107
sub-control018,control,A,T0,i20,834.8815327846107
sub-control018,control,B,T0,i1,987.2142472810026
sub-control018,control,B,T0,i2,984.2142472810026
sub-control018,control,B,T0,i3,987.2142472810026
sub-control018,control,B,T0,i4,986.2142472810026
sub-control018,control,B,T0,i5,987.2142472810026
sub-control018,control,B,T0,i6,984.2142472810026
sub-control018,control,B,T0,i7,985.2142472810026
sub-control018,control,B,T0,i8,988.2142472810026
sub-control018,control,B,T0,i9,989.2142472810026
sub-control018,control,B,T0,i10,985.2142472810026
sub-control018,control,B,T0,i11,987.2142472810026
sub-control018,control,B,T0,i12,986.2142472810026
sub-control018,control,B,T0,i13,992.2142472810026
sub-control018,control,B,T0,i14,985.2142472810026
sub-control018,control,B,T0,i15,986.2142472810026
sub-control018,control,B,T0,i16,985.2142472810026
sub-control018,control,B,T0,i17,987.2142472810026
sub-control018,control,B,T0,i18,987.2142472810026
sub-control018,control,B,T0,i19,988.2142472810026
sub-control018,control,B,T0,i20,985.2142472810026
sub-test018,test,A,T0,i1,820.8723540976838
sub-test018,test,A,T0,i2,817.8723540976838
sub-test018,test,A,T0,i3,820.8723540976838
sub-test018,test,A,T0,i4,819.8723540976838
sub-test018,test,A,T0,i5,820.8723540976838
sub-test018,test,A,T0,i6,817.8723540976838
sub-test018,test,A,T0,i7,818.8723540976838
sub-test018,test,A,T0,i8,821.8723540976838
sub-test018,test,A,T0,i9,822.8723540976838
sub-test018,test,A,T0,i10,818.8723540976838
sub-test018,test,A,T0,i11,820.8723540976838
sub-test018,test,A,T0,i12,819.8723540976838
sub-test018,test,A,T0,i13,825.8723540976838
sub-test018,test,A,T0,i14,818.8723540976838
sub-test018,test,A,T0,i15,819.8723540976838
sub-test018,test,A,T0,i16,818.8723540976838
sub-test018,test,A,T0,i17,820.8723540976838
sub-test018,test,A,T0,i18,820.8723540976838
sub-test018,test,A,T0,i19,821.8723540976838
sub-test018,test,A,T0,i20,818.8723540976838
sub-test018,test,B,T0,i1,957.6491445840878
sub-test018,test,B,T0,i2,954.6491445840878
sub-test018,test,B,T0,i3,957.6491445840878
sub-test018,test,B,T0,i4,956.6491445840878
sub-test018,test,B,T0,i5,957.6491445840878
sub-test018,test,B,T0,i6,954.6491445840878
sub-test018,test,B,T0,i7,955.6491445840878
sub-test018,test,B,T0,i8,958.6491445840878
sub-test018,test,B,T0,i9,959.6491445840878
sub-test018,test,B,T0,i10,955.6491445840878
sub-test018,test,B,T0,i11,957.6491445840878
sub-test018,test,B,T0,i12,956.6491445840878
sub-test018,test,B,T0,i13,962.6491445840878
sub-test018,test,B,T0,i14,955.6491445840878
sub-test018,test,B,T0,i15,956.6491445840878
sub-test018,test,B,T0,i16,955.6491445840878
sub-test018,test,B,T0,i17,957.6491445840878
sub-test018,test,B,T0,i18,957.6491445840878
sub-test018,test,B,T0,i19,958.6491445840878
sub-test018,test,B,T0,i20,955.6491445840878
sub-control018,control,A,T1,i1,739.7541879825632
sub-control018,control,A,T1,i2,736.7541879825632
sub-control018,control,A,T1,i3,739.7541879825632
sub-control018,control,A,T1,i4,738.7541879825632
sub-control018,control,A,T1,i5,739.7541879825632
sub-control018,control,A,T1,i6,736.7541879825632
sub-control018,control,A,T1,i7,737.7541879825632
sub-control018,control,A,T1,i8,740.7541879825632
sub-control018,control,A,T1,i9,741.7541879825632
sub-control018,control,A,T1,i10,737.7541879825632
sub-control018,control,A,T1,i11,739.7541879825632
sub-control018,control,A,T1,i12,738.7541879825632
sub-control018,control,A,T1,i13,744.7541879825632
sub-control018,control,A,T1,i14,737.7541879825632
sub-control018,control,A,T1,i15,738.7541879825632
sub-control018,control,A,T1,i16,737.7541879825632
sub-control018,control,A,T1,i17,739.7541879825632
sub-control018,control,A,T1,i18,739.7541879825632
sub-control018,control,A,T1,i19,740.7541879825632
sub-control018,control,A,T1,i20,737.7541879825632
sub-test018,test,A,T1,i1,721.4111857549588
sub-test018,test,A,T1,i2,718.4111857549588
sub-test018,test,A,T1,i3,721.4111857549588
sub-test018,test,A,T1,i4,720.4111857549588
sub-test018,test,A,T1,i5,721.4111857549588
sub-test018,test,A,T1,i6,718.4111857549588
sub-test018,test,A,T1,i7,719.4111857549588
sub-test018,test,A,T1,i8,722.4111857549588
sub-test018,test,A,T1,i9,723.4111857549588
sub-test018,test,A,T1,i10,719.4111857549588
sub-test018,test,A,T1,i11,721.4111857549588
sub-test018,test,A,T1,i12,720.4111857549588
sub-test018,test,A,T1,i13,726.4111857549588
sub-test018,test,A,T1,i14,719.4111857549588
sub-test018,test,A,T1,i15,720.4111857549588
sub-test018,test,A,T1,i16,719.4111857549588
sub-test018,test,A,T1,i17,721.4111857549588
sub-test018,test,A,T1,i18,721.4111857549588
sub-test018,test,A,T1,i19,722.4111857549588
sub-test018,test,A,T1,i20,719.4111857549588
sub-control018,control,B,T1,i1,893.8510661520382
sub-control018,control,B,T1,i2,890.8510661520382
sub-control018,control,B,T1,i3,893.8510661520382
sub-control018,control,B,T1,i4,892.8510661520382
sub-control018,control,B,T1,i5,893.8510661520382
sub-control018,control,B,T1,i6,890.8510661520382
sub-control018,control,B,T1,i7,891.8510661520382
sub-control018,control,B,T1,i8,894.8510661520382
sub-control018,control,B,T1,i9,895.8510661520382
sub-control018,control,B,T1,i10,891.8510661520382
sub-control018,control,B,T1,i11,893.8510661520382
sub-control018,control,B,T1,i12,892.8510661520382
sub-control018,control,B,T1,i13,898.8510661520382
sub-control018,control,B,T1,i14,891.8510661520382
sub-control018,control,B,T1,i15,892.8510661520382
sub-control018,control,B,T1,i16,891.8510661520382
sub-control018,control,B,T1,i17,893.8510661520382
sub-control018,control,B,T1,i18,893.8510661520382
sub-control018,control,B,T1,i19,894.8510661520382
sub-control018,control,B,T1,i20,891.8510661520382
sub-test018,test,B,T1,i1,709.5836343859999
sub-test018,test,B,T1,i2,706.5836343859999
sub-test018,test,B,T1,i3,709.5836343859999
sub-test018,test,B,T1,i4,708.5836343859999
sub-test018,test,B,T1,i5,709.5836343859999
sub-test018,test,B,T1,i6,706.5836343859999
sub-test018,test,B,T1,i7,707.5836343859999
sub-test018,test,B,T1,i8,710.5836343859999
sub-test018,test,B,T1,i9,711.5836343859999
sub-test018,test,B,T1,i10,707.5836343859999
sub-test018,test,B,T1,i11,709.5836343859999
sub-test018,test,B,T1,i12,708.5836343859999
sub-test018,test,B,T1,i13,714.5836343859999
sub-test018,test,B,T1,i14,707.5836343859999
sub-test018,test,B,T1,i15,708.5836343859999
sub-test018,test,B,T1,i16,707.5836343859999
sub-test018,test,B,T1,i17,709.5836343859999
sub-test018,test,B,T1,i18,709.5836343859999
sub-test018,test,B,T1,i19,710.5836343859999
sub-test018,test,B,T1,i20,707.5836343859999
sub-control019,control,A,T0,i1,838.4729019493143
sub-control019,control,A,T0,i2,835.4729019493143
sub-control019,control,A,T0,i3,838.4729019493143
sub-control019,control,A,T0,i4,837.4729019493143
sub-control019,control,A,T0,i5,838.4729019493143
sub-control019,control,A,T0,i6,835.4729019493143
sub-control019,control,A,T0,i7,836.4729019493143
sub-control019,control,A,T0,i8,839.4729019493143
sub-control019,control,A,T0,i9,840.4729019493143
sub-control019,control,A,T0,i10,836.4729019493143
sub-control019,control,A,T0,i11,838.4729019493143
sub-control019,control,A,T0,i12,837.4729019493143
sub-control019,control,A,T0,i13,843.4729019493143
sub-control019,control,A,T0,i14,836.4729019493143
sub-control019,control,A,T0,i15,837.4729019493143
sub-control019,control,A,T0,i16,836.4729019493143
sub-control019,control,A,T0,i17,838.4729019493143
sub-control019,control,A,T0,i18,838.4729019493143
sub-control019,control,A,T0,i19,839.4729019493143
sub-control019,control,A,T0,i20,836.4729019493143
sub-control019,control,B,T0,i1,987.5942647332693
sub-control019,control,B,T0,i2,984.5942647332693
sub-control019,control,B,T0,i3,987.5942647332693
sub-control019,control,B,T0,i4,986.5942647332693
sub-control019,control,B,T0,i5,987.5942647332693
sub-control019,control,B,T0,i6,984.5942647332693
sub-control019,control,B,T0,i7,985.5942647332693
sub-control019,control,B,T0,i8,988.5942647332693
sub-control019,control,B,T0,i9,989.5942647332693
sub-control019,control,B,T0,i10,985.5942647332693
sub-control019,control,B,T0,i11,987.5942647332693
sub-control019,control,B,T0,i12,986.5942647332693
sub-control019,control,B,T0,i13,992.5942647332693
sub-control019,control,B,T0,i14,985.5942647332693
sub-control019,control,B,T0,i15,986.5942647332693
sub-control019,control,B,T0,i16,985.5942647332693
sub-control019,control,B,T0,i17,987.5942647332693
sub-control019,control,B,T0,i18,987.5942647332693
sub-control019,control,B,T0,i19,988.5942647332693
sub-control019,control,B,T0,i20,985.5942647332693
sub-test019,test,A,T0,i1,823.8958496405403
sub-test019,test,A,T0,i2,820.8958496405403
sub-test019,test,A,T0,i3,823.8958496405403
sub-test019,test,A,T0,i4,822.8958496405403
sub-test019,test,A,T0,i5,823.8958496405403
sub-test019,test,A,T0,i6,820.8958496405403
sub-test019,test,A,T0,i7,821.8958496405403
sub-test019,test,A,T0,i8,824.8958496405403
sub-test019,test,A,T0,i9,825.8958496405403
sub-test019,test,A,T0,i10,821.8958496405403
sub-test019,test,A,T0,i11,823.8958496405403
sub-test019,test,A,T0,i12,822.8958496405403
sub-test019,test,A,T0,i13,828.8958496405403
sub-test019,test,A,T0,i14,821.8958496405403
sub-test019,test,A,T0,i15,822.8958496405403
sub-test019,test,A,T0,i16,821.8958496405403
sub-test019,test,A,T0,i17,823.8958496405403
sub-test019,test,A,T0,i18,823.8958496405403
sub-test019,test,A,T0,i19,824.8958496405403
sub-test019,test,A,T0,i20,821.8958496405403
sub-test019,test,B,T0,i1,959.36055433431045
sub-test019,test,B,T0,i2,956.36055433431045
sub-test019,test,B,T0,i3,959.36055433431045
sub-test019,test,B,T0,i4,958.36055433431045
sub-test019,test,B,T0,i5,959.36055433431045
sub-test019,test,B,T0,i6,956.36055433431045
sub-test019,test,B,T0,i7,957.36055433431045
sub-test019,test,B,T0,i8,960.36055433431045
sub-test019,test,B,T0,i9,961.36055433431045
sub-test019,test,B,T0,i10,957.36055433431045
sub-test019,test,B,T0,i11,959.36055433431045
sub-test019,test,B,T0,i12,958.36055433431045
sub-test019,test,B,T0,i13,964.36055433431045
sub-test019,test,B,T0,i14,957.36055433431045
sub-test019,test,B,T0,i15,958.36055433431045
sub-test019,test,B,T0,i16,957.36055433431045
sub-test019,test,B,T0,i17,959.36055433431045
sub-test019,test,B,T0,i18,959.36055433431045
sub-test019,test,B,T0,i19,960.36055433431045
sub-test019,test,B,T0,i20,957.36055433431045
sub-control019,control,A,T1,i1,741.4983653319074
sub-control019,control,A,T1,i2,738.4983653319074
sub-control019,control,A,T1,i3,741.4983653319074
sub-control019,control,A,T1,i4,740.4983653319074
sub-control019,control,A,T1,i5,741.4983653319074
sub-control019,control,A,T1,i6,738.4983653319074
sub-control019,control,A,T1,i7,739.4983653319074
sub-control019,control,A,T1,i8,742.4983653319074
sub-control019,control,A,T1,i9,743.4983653319074
sub-control019,control,A,T1,i10,739.4983653319074
sub-control019,control,A,T1,i11,741.4983653319074
sub-control019,control,A,T1,i12,740.4983653319074
sub-control019,control,A,T1,i13,746.4983653319074
sub-control019,control,A,T1,i14,739.4983653319074
sub-control019,control,A,T1,i15,740.4983653319074
sub-control019,control,A,T1,i16,739.4983653319074
sub-control019,control,A,T1,i17,741.4983653319074
sub-control019,control,A,T1,i18,741.4983653319074
sub-control019,control,A,T1,i19,742.4983653319074
sub-control019,control,A,T1,i20,739.4983653319074
sub-test019,test,A,T1,i1,725.1772212868304
sub-test019,test,A,T1,i2,722.1772212868304
