pax,group,session,trial,rt,item
sub-test014,test,T0,trial1,966.6035531198746,item1
sub-test014,test,T0,trial2,966.6035531198746,item1
sub-test014,test,T0,trial3,976.6035531198746,item1
sub-test014,test,T0,trial4,976.6035531198746,item1
sub-test014,test,T0,trial5,976.6035531198746,item1
sub-test014,test,T0,trial6,986.6035531198746,item2
sub-test014,test,T0,trial7,986.6035531198746,item2
sub-test014,test,T0,trial8,986.6035531198746,item2
sub-test014,test,T0,trial9,986.6035531198746,item2
sub-test014,test,T0,trial10,996.6035531198746,item2
sub-test014,test,T0,trial11,996.6035531198746,item3
sub-test014,test,T0,trial12,996.6035531198746,item3
sub-test014,test,T0,trial13,1006.6035531198746,item3
sub-test014,test,T0,trial14,1006.6035531198746,item3
sub-test014,test,T0,trial15,1006.6035531198746,item3
sub-test014,test,T0,trial16,1016.6035531198746,item4
sub-test014,test,T0,trial17,1016.6035531198746,item4
sub-test014,test,T0,trial18,1016.6035531198746,item4
sub-test014,test,T0,trial19,1026.6035531198745,item4
sub-test014,test,T0,trial20,1046.6035531198745,item4
sub-test014,test,T1,trial1,709.7345410275021,item1
sub-test014,test,T1,trial2,709.7345410275021,item1
sub-test014,test,T1,trial3,719.7345410275021,item1
sub-test014,test,T1,trial4,719.7345410275021,item1
sub-test014,test,T1,trial5,719.7345410275021,item1
sub-test014,test,T1,trial6,729.7345410275021,item2
sub-test014,test,T1,trial7,729.7345410275021,item2
sub-test014,test,T1,trial8,729.7345410275021,item2
sub-test014,test,T1,trial9,729.7345410275021,item2
sub-test014,test,T1,trial10,739.7345410275021,item2
sub-test014,test,T1,trial11,739.7345410275021,item3
sub-test014,test,T1,trial12,739.7345410275021,item3
sub-test014,test,T1,trial13,749.7345410275021,item3
sub-test014,test,T1,trial14,749.7345410275021,item3
sub-test014,test,T1,trial15,749.7345410275021,item3
sub-test014,test,T1,trial16,759.7345410275021,item4
sub-test014,test,T1,trial17,759.7345410275021,item4
sub-test014,test,T1,trial18,759.7345410275021,item4
sub-test014,test,T1,trial19,769.7345410275021,item4
sub-test014,test,T1,trial20,789.7345410275021,item4
sub-control015,control,T0,trial1,950.7240594873336,item1
sub-control015,control,T0,trial2,950.7240594873336,item1
sub-control015,control,T0,trial3,960.7240594873336,item1
sub-control015,control,T0,trial4,960.7240594873336,item1
sub-control015,control,T0,trial5,960.7240594873336,item1
sub-control015,control,T0,trial6,970.7240594873336,item2
sub-control015,control,T0,trial7,970.7240594873336,item2
sub-control015,control,T0,trial8,970.7240594873336,item2
sub-control015,control,T0,trial9,970.7240594873336,item2
sub-control015,control,T0,trial10,980.7240594873336,item2
sub-control015,control,T0,trial11,980.7240594873336,item3
sub-control015,control,T0,trial12,980.7240594873336,item3
sub-control015,control,T0,trial13,990.7240594873336,item3
sub-control015,control,T0,trial14,990.7240594873336,item3
sub-control015,control,T0,trial15,990.7240594873336,item3
sub-control015,control,T0,trial16,1000.7240594873336,item4
sub-control015,control,T0,trial17,1000.7240594873336,item4
sub-control015,control,T0,trial18,1000.7240594873336,item4
sub-control015,control,T0,trial19,1010.7240594873336,item4
sub-control015,control,T0,trial20,1030.7240594873338,item4
sub-control015,control,T1,trial1,851.9104799643635,item1
sub-control015,control,T1,trial2,851.9104799643635,item1
sub-control015,control,T1,trial3,861.9104799643635,item1
sub-control015,control,T1,trial4,861.9104799643635,item1
sub-control015,control,T1,trial5,861.9104799643635,item1
sub-control015,control,T1,trial6,871.9104799643635,item2
sub-control015,control,T1,trial7,871.9104799643635,item2
sub-control015,control,T1,trial8,871.9104799643635,item2
sub-control015,control,T1,trial9,871.9104799643635,item2
sub-control015,control,T1,trial10,881.9104799643635,item2
sub-control015,control,T1,trial11,881.9104799643635,item3
sub-control015,control,T1,trial12,881.9104799643635,item3
sub-control015,control,T1,trial13,891.9104799643635,item3
sub-control015,control,T1,trial14,891.9104799643635,item3
sub-control015,control,T1,trial15,891.9104799643635,item3
sub-control015,control,T1,trial16,901.9104799643635,item4
sub-control015,control,T1,trial17,901.9104799643635,item4
sub-control015,control,T1,trial18,901.9104799643635,item4
sub-control015,control,T1,trial19,911.9104799643635,item4
sub-control015,control,T1,trial20,931.9104799643635,item4
sub-test015,test,T0,trial1,969.8642406252525,item1
sub-test015,test,T0,trial2,969.8642406252525,item1
sub-test015,test,T0,trial3,979.8642406252525,item1
sub-test015,test,T0,trial4,979.8642406252525,item1
sub-test015,test,T0,trial5,979.8642406252525,item1
sub-test015,test,T0,trial6,989.8642406252525,item2
sub-test015,test,T0,trial7,989.8642406252525,item2
sub-test015,test,T0,trial8,989.8642406252525,item2
sub-test015,test,T0,trial9,989.8642406252525,item2
sub-test015,test,T0,trial10,999.8642406252525,item2
sub-test015,test,T0,trial11,999.8642406252525,item3
sub-test015,test,T0,trial12,999.8642406252525,item3
sub-test015,test,T0,trial13,1009.8642406252525,item3
sub-test015,test,T0,trial14,1009.8642406252525,item3
sub-test015,test,T0,trial15,1009.8642406252525,item3
sub-test015,test,T0,trial16,1019.8642406252525,item4
sub-test015,test,T0,trial17,1019.8642406252525,item4
sub-test015,test,T0,trial18,1019.8642406252525,item4
sub-test015,test,T0,trial19,1029.8642406252525,item4
sub-test015,test,T0,trial20,1049.8642406252525,item4
sub-test015,test,T1,trial1,716.1406044668178,item1
sub-test015,test,T1,trial2,716.1406044668178,item1
sub-test015,test,T1,trial3,726.1406044668178,item1
sub-test015,test,T1,trial4,726.1406044668178,item1
sub-test015,test,T1,trial5,726.1406044668178,item1
sub-test015,test,T1,trial6,736.1406044668178,item2
sub-test015,test,T1,trial7,736.1406044668178,item2
sub-test015,test,T1,trial8,736.1406044668178,item2
sub-test015,test,T1,trial9,736.1406044668178,item2
sub-test015,test,T1,trial10,746.1406044668178,item2
sub-test015,test,T1,trial11,746.1406044668178,item3
sub-test015,test,T1,trial12,746.1406044668178,item3
sub-test015,test,T1,trial13,756.1406044668178,item3
sub-test015,test,T1,trial14,756.1406044668178,item3
sub-test015,test,T1,trial15,756.1406044668178,item3
sub-test015,test,T1,trial16,766.1406044668178,item4
sub-test015,test,T1,trial17,766.1406044668178,item4
sub-test015,test,T1,trial18,766.1406044668178,item4
sub-test015,test,T1,trial19,776.1406044668178,item4
sub-test015,test,T1,trial20,796.1406044668178,item4
sub-control016,control,T0,trial1,956.5562971538868,item1
sub-control016,control,T0,trial2,956.5562971538868,item1
sub-control016,control,T0,trial3,966.5562971538868,item1
sub-control016,control,T0,trial4,966.5562971538868,item1
sub-control016,control,T0,trial5,966.5562971538868,item1
sub-control016,control,T0,trial6,976.5562971538868,item2
sub-control016,control,T0,trial7,976.5562971538868,item2
sub-control016,control,T0,trial8,976.5562971538868,item2
sub-control016,control,T0,trial9,976.5562971538868,item2
sub-control016,control,T0,trial10,986.5562971538868,item2
sub-control016,control,T0,trial11,986.5562971538868,item3
sub-control016,control,T0,trial12,986.5562971538868,item3
sub-control016,control,T0,trial13,996.5562971538868,item3
sub-control016,control,T0,trial14,996.5562971538868,item3
sub-control016,control,T0,trial15,996.5562971538868,item3
sub-control016,control,T0,trial16,1006.5562971538868,item4
sub-control016,control,T0,trial17,1006.5562971538868,item4
sub-control016,control,T0,trial18,1006.5562971538868,item4
sub-control016,control,T0,trial19,1016.5562971538868,item4
sub-control016,control,T0,trial20,1036.5562971538868,item4
sub-control016,control,T1,trial1,862.0056221267264,item1
sub-control016,control,T1,trial2,862.0056221267264,item1
sub-control016,control,T1,trial3,872.0056221267264,item1
sub-control016,control,T1,trial4,872.0056221267264,item1
sub-control016,control,T1,trial5,872.0056221267264,item1
sub-control016,control,T1,trial6,882.0056221267264,item2
sub-control016,control,T1,trial7,882.0056221267264,item2
sub-control016,control,T1,trial8,882.0056221267264,item2
sub-control016,control,T1,trial9,882.0056221267264,item2
sub-control016,control,T1,trial10,892.0056221267264,item2
sub-control016,control,T1,trial11,892.0056221267264,item3
sub-control016,control,T1,trial12,892.0056221267264,item3
sub-control016,control,T1,trial13,902.0056221267264,item3
sub-control016,control,T1,trial14,902.0056221267264,item3
sub-control016,control,T1,trial15,902.0056221267264,item3
sub-control016,control,T1,trial16,912.0056221267264,item4
sub-control016,control,T1,trial17,912.0056221267264,item4
sub-control016,control,T1,trial18,912.0056221267264,item4
sub-control016,control,T1,trial19,922.0056221267264,item4
sub-control016,control,T1,trial20,942.0056221267264,item4
sub-test016,test,T0,trial1,970.6175133068723,item1
sub-test016,test,T0,trial2,970.6175133068723,item1
sub-test016,test,T0,trial3,980.6175133068723,item1
sub-test016,test,T0,trial4,980.6175133068723,item1
sub-test016,test,T0,trial5,980.6175133068723,item1
sub-test016,test,T0,trial6,990.6175133068723,item2
sub-test016,test,T0,trial7,990.6175133068723,item2
sub-test016,test,T0,trial8,990.6175133068723,item2
sub-test016,test,T0,trial9,990.6175133068723,item2
sub-test016,test,T0,trial10,1000.6175133068723,item2
sub-test016,test,T0,trial11,1000.6175133068723,item3
sub-test016,test,T0,trial12,1000.6175133068723,item3
sub-test016,test,T0,trial13,1010.6175133068723,item3
sub-test016,test,T0,trial14,1010.6175133068723,item3
sub-test016,test,T0,trial15,1010.6175133068723,item3
sub-test016,test,T0,trial16,1020.6175133068723,item4
sub-test016,test,T0,trial17,1020.6175133068723,item4
sub-test016,test,T0,trial18,1020.6175133068723,item4
sub-test016,test,T0,trial19,1030.6175133068723,item4
sub-test016,test,T0,trial20,1050.6175133068723,item4
sub-test016,test,T1,trial1,718.3301547017682,item1
sub-test016,test,T1,trial2,718.3301547017682,item1
sub-test016,test,T1,trial3,728.3301547017682,item1
sub-test016,test,T1,trial4,728.3301547017682,item1
sub-test016,test,T1,trial5,728.3301547017682,item1
sub-test016,test,T1,trial6,738.3301547017682,item2
sub-test016,test,T1,trial7,738.3301547017682,item2
sub-test016,test,T1,trial8,738.3301547017682,item2
sub-test016,test,T1,trial9,738.3301547017682,item2
sub-test016,test,T1,trial10,748.3301547017682,item2
sub-test016,test,T1,trial11,748.3301547017682,item3
sub-test016,test,T1,trial12,748.3301547017682,item3
sub-test016,test,T1,trial13,758.3301547017682,item3
sub-test016,test,T1,trial14,758.3301547017682,item3
sub-test016,test,T1,trial15,758.3301547017682,item3
sub-test016,test,T1,trial16,768.3301547017682,item4
sub-test016,test,T1,trial17,768.3301547017682,item4
sub-test016,test,T1,trial18,768.3301547017682,item4
sub-test016,test,T1,trial19,778.3301547017682,item4
sub-test016,test,T1,trial20,798.3301547017682,item4
sub-control017,control,T0,trial1,968.970123255311,item1
sub-control017,control,T0,trial2,968.970123255311,item1
sub-control017,control,T0,trial3,978.970123255311,item1
sub-control017,control,T0,trial4,978.970123255311,item1
sub-control017,control,T0,trial5,978.970123255311,item1
sub-control017,control,T0,trial6,988.970123255311,item2
sub-control017,control,T0,trial7,988.970123255311,item2
sub-control017,control,T0,trial8,988.970123255311,item2
sub-control017,control,T0,trial9,988.970123255311,item2
sub-control017,control,T0,trial10,998.970123255311,item2
sub-control017,control,T0,trial11,998.970123255311,item3
sub-control017,control,T0,trial12,998.970123255311,item3
sub-control017,control,T0,trial13,1008.970123255311,item3
sub-control017,control,T0,trial14,1008.970123255311,item3
sub-control017,control,T0,trial15,1008.970123255311,item3
sub-control017,control,T0,trial16,1018.970123255311,item4
sub-control017,control,T0,trial17,1018.970123255311,item4
sub-control017,control,T0,trial18,1018.970123255311,item4
sub-control017,control,T0,trial19,1028.9701232553111,item4
sub-control017,control,T0,trial20,1048.9701232553111,item4
sub-control017,control,T1,trial1,875.7951676669126,item1
sub-control017,control,T1,trial2,875.7951676669126,item1
sub-control017,control,T1,trial3,885.7951676669126,item1
sub-control017,control,T1,trial4,885.7951676669126,item1
sub-control017,control,T1,trial5,885.7951676669126,item1
sub-control017,control,T1,trial6,895.7951676669126,item2
sub-control017,control,T1,trial7,895.7951676669126,item2
sub-control017,control,T1,trial8,895.7951676669126,item2
sub-control017,control,T1,trial9,895.7951676669126,item2
sub-control017,control,T1,trial10,905.7951676669126,item2
sub-control017,control,T1,trial11,905.7951676669126,item3
sub-control017,control,T1,trial12,905.7951676669126,item3
sub-control017,control,T1,trial13,915.7951676669126,item3
sub-control017,control,T1,trial14,915.7951676669126,item3
sub-control017,control,T1,trial15,915.7951676669126,item3
sub-control017,control,T1,trial16,925.7951676669126,item4
sub-control017,control,T1,trial17,925.7951676669126,item4
sub-control017,control,T1,trial18,925.7951676669126,item4
sub-control017,control,T1,trial19,935.7951676669126,item4
sub-control017,control,T1,trial20,955.7951676669126,item4
sub-test017,test,T0,trial1,976.3263145426583,item1
sub-test017,test,T0,trial2,976.3263145426583,item1
sub-test017,test,T0,trial3,986.3263145426583,item1
sub-test017,test,T0,trial4,986.3263145426583,item1
sub-test017,test,T0,trial5,986.3263145426583,item1
sub-test017,test,T0,trial6,996.3263145426583,item2
sub-test017,test,T0,trial7,996.3263145426583,item2
sub-test017,test,T0,trial8,996.3263145426583,item2
sub-test017,test,T0,trial9,996.3263145426583,item2
sub-test017,test,T0,trial10,1006.3263145426583,item2
sub-test017,test,T0,trial11,1006.3263145426583,item3
sub-test017,test,T0,trial12,1006.3263145426583,item3
sub-test017,test,T0,trial13,1016.3263145426583,item3
sub-test017,test,T0,trial14,1016.3263145426583,item3
sub-test017,test,T0,trial15,1016.3263145426583,item3
sub-test017,test,T0,trial16,1026.3263145426583,item4
sub-test017,test,T0,trial17,1026.3263145426583,item4
sub-test017,test,T0,trial18,1026.3263145426583,item4
sub-test017,test,T0,trial19,1036.3263145426583,item4
sub-test017,test,T0,trial20,1056.3263145426583,item4
sub-test017,test,T1,trial1,727.2856803374784,item1
sub-test017,test,T1,trial2,727.2856803374784,item1
sub-test017,test,T1,trial3,737.2856803374784,item1
sub-test017,test,T1,trial4,737.2856803374784,item1
sub-test017,test,T1,trial5,737.2856803374784,item1
sub-test017,test,T1,trial6,747.2856803374784,item2
sub-test017,test,T1,trial7,747.2856803374784,item2
sub-test017,test,T1,trial8,747.2856803374784,item2
sub-test017,test,T1,trial9,747.2856803374784,item2
sub-test017,test,T1,trial10,757.2856803374784,item2
sub-test017,test,T1,trial11,757.2856803374784,item3
sub-test017,test,T1,trial12,757.2856803374784,item3
sub-test017,test,T1,trial13,767.2856803374784,item3
sub-test017,test,T1,trial14,767.2856803374784,item3
sub-test017,test,T1,trial15,767.2856803374784,item3
sub-test017,test,T1,trial16,777.2856803374784,item4
sub-test017,test,T1,trial17,777.2856803374784,item4
sub-test017,test,T1,trial18,777.2856803374784,item4
sub-test017,test,T1,trial19,787.2856803374784,item4
sub-test017,test,T1,trial20,807.2856803374784,item4
sub-control018,control,T0,trial1,969.7329325337627,item1
sub-control018,control,T0,trial2,969.7329325337627,item1
sub-control018,control,T0,trial3,979.7329325337627,item1
sub-control018,control,T0,trial4,979.7329325337627,item1
sub-control018,control,T0,trial5,979.7329325337627,item1
sub-control018,control,T0,trial6,989.7329325337627,item2
sub-control018,control,T0,trial7,989.7329325337627,item2
sub-control018,control,T0,trial8,989.7329325337627,item2
sub-control018,control,T0,trial9,989.7329325337627,item2
sub-control018,control,T0,trial10,999.7329325337627,item2
sub-control018,control,T0,trial11,999.7329325337627,item3
sub-control018,control,T0,trial12,999.7329325337627,item3
sub-control018,control,T0,trial13,1009.7329325337627,item3
sub-control018,control,T0,trial14,1009.7329325337627,item3
sub-control018,control,T0,trial15,1009.7329325337627,item3
sub-control018,control,T0,trial16,1019.7329325337627,item4
sub-control018,control,T0,trial17,1019.7329325337627,item4
sub-control018,control,T0,trial18,1019.7329325337627,item4
sub-control018,control,T0,trial19,1029.7329325337628,item4
sub-control018,control,T0,trial20,1049.7329325337628,item4
sub-control018,control,T1,trial1,878.0164955801936,item1
sub-control018,control,T1,trial2,878.0164955801936,item1
sub-control018,control,T1,trial3,888.0164955801936,item1
sub-control018,control,T1,trial4,888.0164955801936,item1
sub-control018,control,T1,trial5,888.0164955801936,item1
sub-control018,control,T1,trial6,898.0164955801936,item2
sub-control018,control,T1,trial7,898.0164955801936,item2
sub-control018,control,T1,trial8,898.0164955801936,item2
sub-control018,control,T1,trial9,898.0164955801936,item2
sub-control018,control,T1,trial10,908.0164955801936,item2
sub-control018,control,T1,trial11,908.0164955801936,item3
sub-control018,control,T1,trial12,908.0164955801936,item3
sub-control018,control,T1,trial13,918.0164955801936,item3
sub-control018,control,T1,trial14,918.0164955801936,item3
sub-control018,control,T1,trial15,918.0164955801936,item3
sub-control018,control,T1,trial16,928.0164955801936,item4
sub-control018,control,T1,trial17,928.0164955801936,item4
sub-control018,control,T1,trial18,928.0164955801936,item4
sub-control018,control,T1,trial19,938.0164955801936,item4
sub-control018,control,T1,trial20,958.0164955801936,item4
sub-test018,test,T0,trial1,982.0718785832853,item1
sub-test018,test,T0,trial2,982.0718785832853,item1
sub-test018,test,T0,trial3,992.0718785832853,item1
sub-test018,test,T0,trial4,992.0718785832853,item1
sub-test018,test,T0,trial5,992.0718785832853,item1
sub-test018,test,T0,trial6,1002.0718785832853,item2
sub-test018,test,T0,trial7,1002.0718785832853,item2
sub-test018,test,T0,trial8,1002.0718785832853,item2
sub-test018,test,T0,trial9,1002.0718785832853,item2
sub-test018,test,T0,trial10,1012.0718785832853,item2
sub-test018,test,T0,trial11,1012.0718785832853,item3
sub-test018,test,T0,trial12,1012.0718785832853,item3
sub-test018,test,T0,trial13,1022.0718785832853,item3
sub-test018,test,T0,trial14,1022.0718785832853,item3
sub-test018,test,T0,trial15,1022.0718785832853,item3
sub-test018,test,T0,trial16,1032.0718785832853,item4
sub-test018,test,T0,trial17,1032.0718785832853,item4
sub-test018,test,T0,trial18,1032.0718785832853,item4
sub-test018,test,T0,trial19,1042.0718785832853,item4
sub-test018,test,T0,trial20,1062.0718785832853,item4
sub-test018,test,T1,trial1,738.6069439040239,item1
sub-test018,test,T1,trial2,738.6069439040239,item1
sub-test018,test,T1,trial3,748.6069439040239,item1
sub-test018,test,T1,trial4,748.6069439040239,item1
sub-test018,test,T1,trial5,748.6069439040239,item1
sub-test018,test,T1,trial6,758.6069439040239,item2
sub-test018,test,T1,trial7,758.6069439040239,item2
sub-test018,test,T1,trial8,758.6069439040239,item2
sub-test018,test,T1,trial9,758.6069439040239,item2
sub-test018,test,T1,trial10,768.6069439040239,item2
sub-test018,test,T1,trial11,768.6069439040239,item3
sub-test018,test,T1,trial12,768.6069439040239,item3
sub-test018,test,T1,trial13,778.6069439040239,item3
sub-test018,test,T1,trial14,778.6069439040239,item3
sub-test018,test,T1,trial15,778.6069439040239,item3
sub-test018,test,T1,trial16,788.6069439040239,item4
sub-test018,test,T1,trial17,788.6069439040239,item4
sub-test018,test,T1,trial18,788.6069439040239,item4
sub-test018,test,T1,trial19,798.6069439040239,item4
sub-test018,test,T1,trial20,818.6069439040239,item4
sub-control019,control,T0,trial1,970.1960107964204,item1
sub-control019,control,T0,trial2,970.1960107964204,item1
sub-control019,control,T0,trial3,980.1960107964204,item1
sub-control019,control,T0,trial4,980.1960107964204,item1
sub-control019,control,T0,trial5,980.1960107964204,item1
sub-control019,control,T0,trial6,990.1960107964204,item2
sub-control019,control,T0,trial7,990.1960107964204,item2
sub-control019,control,T0,trial8,990.1960107964204,item2
sub-control019,control,T0,trial9,990.1960107964204,item2
sub-control019,control,T0,trial10,1000.1960107964204,item2
sub-control019,control,T0,trial11,1000.1960107964204,item3
sub-control019,control,T0,trial12,1000.1960107964204,item3
sub-control019,control,T0,trial13,1010.1960107964204,item3
sub-control019,control,T0,trial14,1010.1960107964204,item3
sub-control019,control,T0,trial15,1010.1960107964204,item3
sub-control019,control,T0,trial16,1020.1960107964204,item4
sub-control019,control,T0,trial17,1020.1960107964204,item4
sub-control019,control,T0,trial18,1020.1960107964204,item4
sub-control019,control,T0,trial19,1030.1960107964205,item4
sub-control019,control,T0,trial20,1050.1960107964205,item4
sub-control019,control,T1,trial1,881.1863162648585,item1
sub-control019,control,T1,trial2,881.1863162648585,item1
sub-control019,control,T1,trial3,891.1863162648585,item1
sub-control019,control,T1,trial4,891.1863162648585,item1
sub-control019,control,T1,trial5,891.1863162648585,item1
sub-control019,control,T1,trial6,901.1863162648585,item2
sub-control019,control,T1,trial7,901.1863162648585,item2
sub-control019,control,T1,trial8,901.1863162648585,item2
sub-control019,control,T1,trial9,901.1863162648585,item2
sub-control019,control,T1,trial10,911.1863162648585,item2
sub-control019,control,T1,trial11,911.1863162648585,item3
sub-control019,control,T1,trial12,911.1863162648585,item3
sub-control019,control,T1,trial13,921.1863162648585,item3
sub-control019,control,T1,trial14,921.1863162648585,item3
sub-control019,control,T1,trial15,921.1863162648585,item3
sub-control019,control,T1,trial16,931.1863162648585,item4
sub-control019,control,T1,trial17,931.1863162648585,item4
sub-control019,control,T1,trial18,931.1863162648585,item4
sub-control019,control,T1,trial19,941.1863162648585,item4
sub-control019,control,T1,trial20,961.1863162648585,item4
sub-test019,test,T0,trial1,984.4868731950075,item1
sub-test019,test,T0,trial2,984.4868731950075,item1
sub-test019,test,T0,trial3,994.4868731950075,item1
sub-test019,test,T0,trial4,994.4868731950075,item1
sub-test019,test,T0,trial5,994.4868731950075,item1
sub-test019,test,T0,trial6,1004.4868731950075,item2
sub-test019,test,T0,trial7,1004.4868731950075,item2
sub-test019,test,T0,trial8,1004.4868731950075,item2
sub-test019,test,T0,trial9,1004.4868731950075,item2
sub-test019,test,T0,trial10,1014.4868731950075,item2
sub-test019,test,T0,trial11,1014.4868731950075,item3
sub-test019,test,T0,trial12,1014.4868731950075,item3
sub-test019,test,T0,trial13,1024.4868731950075,item3
sub-test019,test,T0,trial14,1024.4868731950075,item3
sub-test019,test,T0,trial15,1024.4868731950075,item3
sub-test019,test,T0,trial16,1034.4868731950075,item4
sub-test019,test,T0,trial17,1034.4868731950075,item4
sub-test019,test,T0,trial18,1034.4868731950075,item4
sub-test019,test,T0,trial19,1044.4868731950075,item4
sub-test019,test,T0,trial20,1064.4868731950075,item4
sub-test019,test,T1,trial1,743.3278339419519,item1
sub-test019,test,T1,trial2,743.3278339419519,item1
sub-test019,test,T1,trial3,753.3278339419519,item1
sub-test019,test,T1,trial4,753.3278339419519,item1
sub-test019,test,T1,trial5,753.3278339419519,item1
sub-test019,test,T1,trial6,763.3278339419519,item2
sub-test019,test,T1,trial7,763.3278339419519,item2
sub-test019,test,T1,trial8,763.3278339419519,item2
sub-test019,test,T1,trial9,763.3278339419519,item2
sub-test019,test,T1,trial10,773.3278339419519,item2
sub-test019,test,T1,trial11,773.3278339419519,item3
sub-test019,test,T1,trial12,773.3278339419519,item3
sub-test019,test,T1,trial13,783.3278339419519,item3
sub-test019,test,T1,trial14,783.3278339419519,item3
sub-test019,test,T1,trial15,783.3278339419519,item3
sub-test019,test,T1,trial16,793.3278339419519,item4
sub-test019,test,T1,trial17,793.3278339419519,item4
sub-test019,test,T1,trial18,793.3278339419519,item4
sub-test019,test,T1,trial19,803.3278339419519,item4
sub-test019,test,T1,trial20,823.3278339419519,item4
sub-control020,control,T0,trial1,972.349810673047,item1
sub-control020,control,T0,trial2,972.349810673047,item1
sub-control020,control,T0,trial3,982.349810673047,item1
sub-control020,control,T0,trial4,982.349810673047,item1
sub-control020,control,T0,trial5,982.349810673047,item1
sub-control020,control,T0,trial6,992.349810673047,item2
sub-control020,control,T0,trial7,992.349810673047,item2
sub-control020,control,T0,trial8,992.349810673047,item2
sub-control020,control,T0,trial9,992.349810673047,item2
sub-control020,control,T0,trial10,1002.349810673047,item2
sub-control020,control,T0,trial11,1002.349810673047,item3
sub-control020,control,T0,trial12,1002.349810673047,item3
sub-control020,control,T0,trial13,1012.349810673047,item3
sub-control020,control,T0,trial14,1012.349810673047,item3
sub-control020,control,T0,trial15,1012.349810673047,item3
sub-control020,control,T0,trial16,1022.349810673047,item4
sub-control020,control,T0,trial17,1022.349810673047,item4
sub-control020,control,T0,trial18,1022.349810673047,item4
sub-control020,control,T0,trial19,1032.3498106730472,item4
sub-control020,control,T0,trial20,1052.3498106730472,item4
sub-control020,control,T1,trial1,884.4051988471923,item1
sub-control020,control,T1,trial2,884.4051988471923,item1
sub-control020,control,T1,trial3,894.4051988471923,item1
sub-control020,control,T1,trial4,894.4051988471923,item1
sub-control020,control,T1,trial5,894.4051988471923,item1
sub-control020,control,T1,trial6,904.4051988471923,item2
sub-control020,control,T1,trial7,904.4051988471923,item2
sub-control020,control,T1,trial8,904.4051988471923,item2
sub-control020,control,T1,trial9,904.4051988471923,item2
sub-control020,control,T1,trial10,914.4051988471923,item2
sub-control020,control,T1,trial11,914.4051988471923,item3
sub-control020,control,T1,trial12,914.4051988471923,item3
sub-control020,control,T1,trial13,924.4051988471923,item3
sub-control020,control,T1,trial14,924.4051988471923,item3
sub-control020,control,T1,trial15,924.4051988471923,item3
sub-control020,control,T1,trial16,934.4051988471923,item4
sub-control020,control,T1,trial17,934.4051988471923,item4
sub-control020,control,T1,trial18,934.4051988471923,item4
sub-control020,control,T1,trial19,944.4051988471923,item4
sub-control020,control,T1,trial20,964.4051988471923,item4
sub-test020,test,T0,trial1,988.58393304954,item1
sub-test020,test,T0,trial2,988.58393304954,item1
sub-test020,test,T0,trial3,998.58393304954,item1
sub-test020,test,T0,trial4,998.58393304954,item1
sub-test020,test,T0,trial5,998.58393304954,item1
sub-test020,test,T0,trial6,1008.58393304954,item2
sub-test020,test,T0,trial7,1008.58393304954,item2
sub-test020,test,T0,trial8,1008.58393304954,item2
sub-test020,test,T0,trial9,1008.58393304954,item2
sub-test020,test,T0,trial10,1018.58393304954,item2
sub-test020,test,T0,trial11,1018.58393304954,item3
sub-test020,test,T0,trial12,1018.58393304954,item3
sub-test020,test,T0,trial13,1028.58393304954,item3
sub-test020,test,T0,trial14,1028.58393304954,item3
sub-test020,test,T0,trial15,1028.58393304954,item3
sub-test020,test,T0,trial16,1038.58393304954,item4
sub-test020,test,T0,trial17,1038.58393304954,item4
sub-test020,test,T0,trial18,1038.58393304954,item4
sub-test020,test,T0,trial19,1048.58393304954,item4
sub-test020,test,T0,trial20,1068.58393304954,item4
sub-test020,test,T1,trial1,751.0472769923886,item1
sub-test020,test,T1,trial2,751.0472769923886,item1
sub-test020,test,T1,trial3,761.0472769923886,item1
sub-test020,test,T1,trial4,761.0472769923886,item1
sub-test020,test,T1,trial5,761.0472769923886,item1
sub-test020,test,T1,trial6,771.0472769923886,item2
sub-test020,test,T1,trial7,771.0472769923886,item2
sub-test020,test,T1,trial8,771.0472769923886,item2
sub-test020,test,T1,trial9,771.0472769923886,item2
sub-test020,test,T1,trial10,781.0472769923886,item2
sub-test020,test,T1,trial11,781.0472769923886,item3
sub-test020,test,T1,trial12,781.0472769923886,item3
sub-test020,test,T1,trial13,791.0472769923886,item3
sub-test020,test,T1,trial14,791.0472769923886,item3
sub-test020,test,T1,trial15,791.0472769923886,item3
sub-test020,test,T1,trial16,801.0472769923886,item4
sub-test020,test,T1,trial17,801.0472769923886,item4
sub-test020,test,T1,trial18,801.0472769923886,item4
sub-test020,test,T1,trial19,811.0472769923886,item4
sub-test020,test,T1,trial20,831.0472769923886,item4
sub-control021,control,T0,trial1,986.8361916286138,item1
sub-control021,control,T0,trial2,986.8361916286138,item1
sub-control021,control,T0,trial3,996.8361916286138,item1
sub-control021,control,T0,trial4,996.8361916286138,item1
sub-control021,control,T0,trial5,996.8361916286138,item1
sub-control021,control,T0,trial6,1006.8361916286138,item2
sub-control021,control,T0,trial7,1006.8361916286138,item2
sub-control021,control,T0,trial8,1006.8361916286138,item2
sub-control021,control,T0,trial9,1006.8361916286138,item2
sub-control021,control,T0,trial10,1016.8361916286138,item2
sub-control021,control,T0,trial11,1016.8361916286138,item3
sub-control021,control,T0,trial12,1016.8361916286138,item3
sub-control021,control,T0,trial13,1026.836191628614,item3
sub-control021,control,T0,trial14,1026.836191628614,item3
